route_id,service_id,trip_id
12,669,751887
12,669,813422
12,669,992322
12,679,1437548
12,679,1484690
12,679,1618739
12,679,1633178
12,679,492313
12,679,497712
12,679,533025
12,679,535702
12,679,564358
12,679,862873
12,695,1599928
12,70,1620228
12,702,1495166
12,702,211172
12,702,901763
12,713,829433
12,721,1654883
12,732,202657
12,734,454299
12,735,1064661
12,735,1307990
12,735,162973
12,753,22679
12,755,1119396
12,755,1126780
12,755,143360
12,755,1542167
12,755,1568209
12,755,506947
12,755,836309
12,755,917062
12,762,1543524
12,770,714875
12,772,1253837
12,801,877130
12,803,1194983
12,803,1520217
12,814,152982
12,814,519125
12,814,762335
12,816,280409
12,822,1515964
12,845,1019683
12,845,1351081
12,845,405559
12,875,373783
12,878,345937
12,878,454699
13,116,114524
13,116,1153563
13,116,129459
13,116,1331213
13,116,1360335
13,116,430581
13,116,443958
13,116,524385
13,116,620664
13,116,932648
13,126,556371
13,137,120571
13,137,973140
13,143,1075014
13,143,1083999
13,143,1104120
13,143,1372039
13,143,1504792
13,143,1561293
13,143,241494
13,143,702813
13,143,888391
13,162,423244
13,169,187524
13,169,432343
13,169,548877
13,169,654857
13,17,1026897
13,17,1325201
13,17,1439013
13,18,111757
13,182,1015957
13,182,439852
13,208,589625
13,245,1455348
13,255,791099
13,327,734324
13,33,89880
13,35,1451288
13,363,1602718
13,363,382647
13,366,27102
13,377,1386664
13,377,716552
13,384,1328217
13,395,1385252
13,400,1435522
13,400,86928
13,425,1521767
13,425,736741
13,452,999725
13,453,1016853
13,453,243872
13,454,177794
13,469,1294539
13,469,571066
13,472,1309587
13,472,134189
13,472,141421
13,472,270389
13,472,288011
13,472,342386
13,472,37867
13,472,499750
13,472,845694
13,479,1251170
13,48,144722
13,48,460951
13,488,686486
13,528,1330698
13,528,1442992
13,528,1627945
13,528,173533
13,528,274825
13,528,288827
13,528,290340
13,528,300240
13,528,316726
13,528,337691
13,528,452692
13,528,640410
13,528,770871
13,528,821898
13,528,961057
13,558,682659
13,558,978204
13,571,89222
13,603,1407437
13,61,1602578
13,612,1517549
13,621,1124111
13,623,143200
13,630,606368
13,641,1038639
13,641,1199365
13,641,1199415
13,641,1225951
13,641,1267128
13,641,20052
13,641,247213
13,641,25431
13,641,323687
13,641,402870
13,641,469657
13,641,485398
13,641,63123
13,641,65174
13,641,714375
13,641,792035
13,641,887606
13,641,915657
13,655,1055923
13,666,1423367
13,669,294248
13,674,163629
13,674,737889
13,702,1077655
13,711,465668
13,734,1081345
13,734,133954
13,734,1536420
13,734,574552
13,736,50126
13,745,556318
13,755,480209
13,765,1572336
13,771,482368
13,801,84175
13,804,306654
13,804,81506
13,814,271957
13,831,488473
13,845,229992
13,845,402212
13,847,108116
13,847,636563
13,869,1060670
13,869,1431094
13,869,411532
13,870,1494877
13,875,908038
13,875,924938
13,878,1255919
13,878,203052
13,878,246797
14,343,1428649
14,343,291760
14,343,848564
14,402,32840
14,402,385339
14,402,61156
14,402,801199
14,522,1315117
14,522,1640601
14,522,453758
14,522,550865
14,603,1441088
14,669,686958
14,679,1181859
14,679,124504
14,679,1520494
14,679,700597
14,679,806789
14,735,1301021
14,735,8336
14,845,1358319
14,845,381595
15,24,1263675
15,24,969637
15,246,871159
15,334,1397735
15,334,293282
15,342,1528281
15,349,1365712
15,425,133394
15,442,1506317
15,471,33023
15,528,1136774
15,528,1242588
15,528,42137
15,528,852926
15,529,411777
15,532,903482
15,571,1162098
15,577,915195
15,623,953997
15,688,1020446
15,702,1358083
15,769,832946
15,80,1081042
15,812,914205
15,827,890916
15,83,1318835
15,871,1099233
16,111,299977
16,116,1257543
16,125,1166274
16,125,1556194
16,125,327941
16,125,93637
16,129,1355184
16,129,500203
16,143,1282539
16,15,36576
16,162,1043252
16,162,1237456
16,162,505450
16,169,275822
16,169,312198
16,169,85908
16,17,295910
16,17,898592
16,186,479730
16,192,898195
16,207,1133203
16,207,115151
16,207,1210603
16,207,1262761
16,207,1312012
16,207,1329148
16,207,1537691
16,207,1574171
16,207,351547
16,207,781779
16,208,1238530
16,208,1579534
16,208,1633229
16,208,551620
16,208,766557
16,215,1047629
16,251,1297387
16,261,697838
16,273,1111984
16,294,314975
16,315,1616124
16,318,135841
16,322,325342
16,33,1160806
16,33,630042
16,33,733399
16,334,1580544
16,341,793745
16,355,1044357
16,355,1079195
16,355,1111329
16,355,1247823
16,355,1435953
16,355,1545420
16,355,1643668
16,355,571448
16,355,742039
16,355,990357
16,357,1337326
16,363,45088
16,363,499064
16,377,508915
16,377,539908
16,378,1644538
16,378,191964
16,388,47350
16,395,1373801
16,410,605291
16,425,22310
16,437,1086421
16,437,1233306
16,437,1517105
16,437,641373
16,444,113563
16,444,1172400
16,444,1281731
16,444,1542596
16,444,332134
16,444,334390
16,444,702453
16,444,751797
16,467,1116243
16,472,1431603
16,472,260882
16,472,49955
16,472,604657
16,472,991866
16,489,650623
16,527,1334845
16,528,1246990
16,528,1444427
16,528,345165
16,545,76054
16,564,1018040
16,571,131718
16,571,1437304
16,571,766659
16,581,56851
16,593,338542
16,599,496843
16,602,962270
16,603,1031667
16,603,1110009
16,603,42724
16,603,614452
16,623,1002882
16,623,172350
16,641,186018
16,643,579625
16,646,1156877
16,646,1176973
16,646,1266129
16,646,1409512
16,646,1554249
16,646,245169
16,646,377367
16,646,433415
16,646,479793
16,646,681369
16,646,755773
16,646,885758
16,652,685197
16,669,1536219
16,669,877816
16,674,1513539
16,674,673802
16,679,1434112
16,679,566765
16,688,601122
16,711,354402
16,72,293166
16,73,1542574
16,734,1024910
16,734,1530946
16,734,185074
16,734,750549
16,738,101465
16,750,318830
16,754,194732
16,755,1538344
16,755,352781
16,755,96932
16,779,1078510
16,783,678900
16,786,1529806
16,795,1488499
16,804,139963
16,814,1462298
16,814,1520794
16,814,385299
16,82,1384509
16,845,1009197
16,845,837876
16,847,734726
16,863,1629428
16,863,592909
16,869,1493458
16,875,1505638
16,875,276472
16,875,312280
16,878,698190
17,214,596519
17,554,1324807
17,577,1201151
17,583,1483232
17,637,1241504
17,637,1272228
17,845,1520076
18,402,1417722
18,402,144039
18,402,273264
18,402,950878
18,522,1095342
18,522,1181109
18,522,1523133
18,522,379716
18,522,604088
18,522,837893
18,528,1002649
18,679,1116090
18,679,1147231
18,679,1208857
18,679,709721
18,679,816988
18,679,951571
18,735,1307723
18,735,521759
18,845,1245152
18,869,1255645
19,119,1391618
19,119,654221
19,130,636676
19,133,811468
19,229,358311
19,332,588218
19,377,1396348
19,391,1557076
19,397,182426
19,407,1018337
19,407,1128428
19,407,1301608
19,407,1366926
19,407,1520380
19,407,1648940
19,407,170609
19,407,314158
19,407,553718
19,407,98430
19,43,222909
19,476,1056385
19,476,1104306
19,476,1342996
19,476,1416443
19,476,1607132
19,476,462339
19,476,651017
19,476,876021
19,499,1089295
19,515,22972
19,521,727306
19,557,1116363
19,595,775002
19,597,1034860
19,611,967134
19,644,792461
19,674,859558
19,702,482459
19,749,4221
19,779,709117
19,789,427227
19,801,1453287
19,832,1527006
19,834,822576
19,845,1086841
2,102,1369754
2,102,1606328
2,102,407924
2,106,151620
2,12,411440
2,140,1254314
2,157,953200
2,205,947414
2,208,517893
2,208,717101
2,208,91928
2,245,746184
2,33,1402754
2,339,301548
2,343,123480
2,361,1556729
2,363,880132
2,390,508143
2,479,1183758
2,528,1071429
2,571,381279
2,571,813137
2,581,880109
2,581,977753
2,650,571555
2,655,1236790
2,669,556405
2,688,1613463
2,688,549432
2,702,1044309
2,711,303295
2,735,1346614
2,735,1598480
2,735,1600168
2,735,1606370
2,735,251292
2,735,527931
2,745,1204349
2,755,1576322
2,755,308769
2,830,1013638
2,845,1158905
2,845,1194492
2,845,536276
2,845,938167
2,865,933211
2,869,470935
2,869,701992
20,339,361667
20,439,435021
21,105,1520026
21,105,690952
21,143,905300
21,156,923243
21,169,136507
21,169,1619960
21,169,807076
21,199,79598
21,207,1161444
21,207,1276772
21,207,1384905
21,207,182051
21,207,313192
21,207,451548
21,207,559729
21,207,571778
21,207,637630
21,207,725922
21,207,806558
21,207,833962
21,265,1258312
21,282,1450499
21,286,1086993
21,286,582860
21,325,371630
21,339,186648
21,355,1203858
21,355,1216060
21,355,1510300
21,355,484955
21,355,606169
21,355,641813
21,355,910655
21,355,929208
21,363,337917
21,377,418706
21,378,945149
21,395,120272
21,395,640300
21,399,1154300
21,413,1621379
21,415,1128240
21,479,1502904
21,485,916382
21,528,592270
21,547,1326134
21,547,610069
21,574,1604922
21,574,170468
21,574,194691
21,574,340472
21,574,383861
21,574,540665
21,574,642371
21,574,798103
21,603,372094
21,642,2249
21,674,989232
21,694,476386
21,694,96678
21,699,879635
21,711,350019
21,733,10185
21,787,1236851
21,804,687147
21,845,1323455
21,847,103311
21,851,767582
21,875,1343485
21,875,786825
21,875,980784
21,878,298474
22,104,491550
22,104,509919
22,104,894076
22,125,1099384
22,125,1133293
22,125,273570
22,132,1651306
22,137,1643043
22,137,1659213
22,137,583770
22,137,831017
22,157,1208587
22,16,1260960
22,169,568351
22,17,1373090
22,17,1503013
22,17,1629918
22,17,381877
22,17,69888
22,177,792670
22,182,1225861
22,182,1490901
22,182,225815
22,182,608678
22,182,691370
22,182,748181
22,185,1360038
22,191,1546150
22,192,683115
22,200,476861
22,208,49547
22,245,1446556
22,245,292699
22,245,892490
22,254,1249640
22,259,1509097
22,266,493253
22,27,846369
22,271,644443
22,280,204926
22,290,1253196
22,294,15685
22,311,1133406
22,311,37133
22,316,1533683
22,320,1052227
22,33,137778
22,33,325541
22,33,585779
22,33,587737
22,33,8283
22,333,1107612
22,333,1431304
22,333,1637629
22,333,327916
22,333,438924
22,333,448945
22,333,474958
22,333,485989
22,333,546159
22,333,605345
22,333,606945
22,333,632181
22,333,6346
22,333,644433
22,333,680603
22,333,713897
22,333,775646
22,333,803236
22,333,822735
22,333,845250
22,333,888993
22,333,966099
22,339,851789
22,341,1064271
22,341,915804
22,342,372065
22,350,273171
22,352,323716
22,363,1264938
22,377,500367
22,382,1150281
22,395,289738
22,395,463196
22,395,584212
22,4,50181
22,415,1026107
22,418,541880
22,419,784769
22,425,2206
22,425,389113
22,425,418082
22,425,47639
22,425,959511
22,438,1029719
22,453,104372
22,453,1276488
22,453,1565028
22,453,1643485
22,453,417693
22,453,883602
22,483,150790
22,491,179022
22,491,336744
22,493,1087396
22,497,1124811
22,51,248539
22,511,13442
22,528,542951
22,528,837619
22,539,600254
22,558,634920
22,571,1098061
22,579,472294
22,581,1353963
22,581,143332
22,581,295888
22,581,544986
22,581,567992
22,581,635810
22,581,695663
22,581,884464
22,584,1115418
22,595,760685
22,603,1448003
22,608,1121916
22,608,55481
22,608,571921
22,608,62192
22,617,1152035
22,623,1553170
22,623,319811
22,641,112823
22,641,135019
22,641,1607448
22,641,494854
22,65,1629593
22,65,216962
22,65,979915
22,655,1239495
22,655,1499056
22,655,81203
22,661,250275
22,669,1130574
22,669,158562
22,669,82535
22,674,1267267
22,674,1318603
22,674,797500
22,674,82558
22,679,104539
22,679,1084320
22,679,1121239
22,679,1159504
22,679,1160878
22,679,1188127
22,679,119449
22,679,1268345
22,679,1284751
22,679,1289761
22,679,1310865
22,679,1425298
22,679,1451124
22,679,1520689
22,679,155482
22,679,244300
22,679,264240
22,679,343595
22,679,430109
22,679,469284
22,679,474775
22,679,557748
22,679,603162
22,679,613041
22,679,678177
22,679,715900
22,679,822040
22,679,834459
22,679,862003
22,679,991946
22,694,1183414
22,694,1494855
22,694,615187
22,702,292208
22,711,1312027
22,714,1008148
22,714,1014012
22,714,1122443
22,714,1152597
22,714,1186759
22,714,1220335
22,714,1378537
22,714,1418379
22,714,1436330
22,714,1541523
22,714,1614388
22,714,224196
22,714,362336
22,714,424449
22,714,426220
22,714,47212
22,714,495511
22,714,544087
22,714,583110
22,714,608015
22,714,660102
22,714,698463
22,718,23944
22,744,640165
22,745,222792
22,745,517249
22,745,700249
22,769,1041881
22,769,295222
22,798,388935
22,814,446409
22,814,509018
22,830,772406
22,84,1526933
22,840,1368094
22,840,75486
22,840,859000
22,845,577275
22,847,268261
22,863,1157347
22,863,757409
22,869,140759
22,869,1631941
22,878,374708
22,878,784426
22,98,340662
23,104,399184
23,137,1535868
23,137,307133
23,17,1289642
23,17,142215
23,17,269535
23,17,440322
23,200,1234702
23,25,1575107
23,255,1345132
23,255,19237
23,255,479936
23,255,884924
23,255,908811
23,287,960617
23,341,279233
23,353,325249
23,366,123181
23,377,1140491
23,377,1274382
23,377,166716
23,425,315400
23,437,1133968
23,437,1155569
23,437,1309287
23,437,1449476
23,437,15410
23,437,1606839
23,437,1627767
23,437,392565
23,437,486647
23,46,1032762
23,467,1014560
23,467,69414
23,502,1010826
23,502,1143673
23,502,1452417
23,502,291756
23,502,784000
23,502,887003
23,502,918153
23,522,833923
23,603,1570280
23,603,518093
23,624,474010
23,655,160938
23,655,1626794
23,655,702240
23,669,1283354
23,669,203821
23,669,549455
23,669,628332
23,679,1502630
23,679,426382
23,679,551055
23,679,579520
23,679,597882
23,679,635653
23,679,725406
23,679,874375
23,679,91481
23,679,930444
23,694,328383
23,694,853794
23,711,568187
23,711,783308
23,721,112537
23,721,1223850
23,723,86418
23,745,681793
23,767,1068160
23,779,362109
23,783,1049464
23,783,1652296
23,783,326732
23,783,332148
23,783,350291
23,783,351913
23,783,548844
23,783,637564
23,783,980282
23,783,981246
23,786,1293422
23,786,1447535
23,801,1445762
23,810,1349567
23,814,905486
23,846,430930
23,88,253868
24,339,1010921
25,339,1404862
25,339,1556928
25,339,327106
25,339,719787
26,258,820261
26,341,1033030
26,341,1044994
26,341,1322911
26,341,305675
26,341,501504
26,341,703517
26,511,96418
26,601,1350514
26,601,624070
26,601,771965
26,601,783777
26,601,993026
27,135,409723
27,182,576676
27,188,1246648
27,208,245195
27,262,431978
27,282,1017403
27,282,1121976
27,282,1285463
27,282,1591060
27,282,1622612
27,282,318763
27,282,437143
27,282,581148
27,366,1182373
27,366,1579309
27,366,874579
27,377,1248435
27,395,1083447
27,425,1507537
27,425,402101
27,425,667053
27,425,739450
27,429,1007477
27,429,62581
27,429,852246
27,436,1439863
27,436,969949
27,436,985799
27,468,72460
27,496,1259144
27,496,1492328
27,496,1543575
27,496,1576612
27,496,1614112
27,496,1624821
27,496,40147
27,496,649388
27,50,487775
27,52,1185634
27,52,1285544
27,52,1288395
27,52,1301325
27,52,207845
27,52,890488
27,558,1147433
27,558,172725
27,558,831259
27,56,162055
27,630,32985
27,630,762926
27,64,959864
27,679,1086706
27,679,37652
27,679,554854
27,679,71320
27,679,840443
27,680,1224068
27,694,1445182
27,694,1520313
27,694,82917
27,694,867773
27,735,491010
27,737,1576804
27,741,1197290
27,741,1496033
27,741,1589485
27,741,561062
27,741,701779
27,741,721576
27,741,804988
27,741,931098
27,741,993817
27,764,1199271
27,764,637027
27,764,826845
27,764,84410
27,826,664591
27,865,1483625
27,88,794767
28,171,264131
28,332,151510
28,383,1198058
28,445,1553475
28,451,29173
28,476,1228927
28,476,1642252
28,476,232534
28,476,501452
28,476,946002
28,499,1494348
28,63,588717
28,63,668046
28,635,1463737
28,644,522041
28,674,1316097
28,730,410720
28,74,1022755
28,749,1588145
28,811,1191826
28,811,136485
28,811,276225
28,844,1204149
28,99,497276
28,99,775093
29,106,285726
29,11,594341
29,11,768194
29,131,1121760
29,194,789827
29,207,620332
29,326,1151088
29,326,165524
29,339,1135575
29,339,1192579
29,339,1354516
29,339,1524121
29,339,1547667
29,339,224318
29,339,638925
29,339,72634
29,395,1264798
29,513,896381
29,518,569925
29,528,1007166
29,528,1154809
29,528,1469701
29,547,1423991
29,561,1074810
29,571,1223458
29,595,225323
29,876,657069
3,425,206013
3,425,573638
3,575,536876
3,575,906347
3,749,1074588
3,749,1455874
3,824,1255430
3,824,1335026
3,824,1483171
3,824,30082
30,200,451112
30,263,102984
30,263,1390637
30,263,1604333
30,263,259290
30,263,365062
30,263,393571
30,263,998672
30,343,368497
30,425,600562
30,603,1006062
30,603,1155987
30,603,1397899
30,603,1445884
30,603,602488
30,603,897311
30,603,991684
30,655,1233851
30,655,1661470
30,655,589495
30,655,599002
30,655,633406
30,669,1482148
30,669,1483770
30,679,462126
30,679,484956
30,735,1403959
30,735,1602613
30,735,1656241
30,735,287156
30,735,325148
30,735,390906
30,735,588402
30,735,65384
30,845,1147471
30,845,1177592
30,845,1335114
30,845,1535449
30,845,318764
30,845,341269
30,845,893727
30,845,943523
31,137,158759
31,14,253478
31,14,606157
31,14,65878
31,14,76792
31,14,80672
31,14,849681
31,189,1013396
31,189,1105368
31,189,1246186
31,189,1369358
31,189,1559281
31,189,303433
31,189,562190
31,189,669859
31,189,696548
31,192,843366
31,226,323642
31,282,1145646
31,282,1164796
31,282,1210920
31,282,1317873
31,282,1398919
31,282,1481
31,282,475747
31,282,721490
31,282,833806
31,282,869948
31,337,597825
31,437,1286788
31,437,1429501
31,437,396885
31,437,871680
31,441,643833
31,444,101385
31,444,1288117
31,444,1411136
31,444,310264
31,444,745845
31,444,78832
31,444,934810
31,456,1232608
31,456,288891
31,456,504292
31,456,850793
31,524,905309
31,550,1588778
31,550,419615
31,550,504714
31,607,895012
31,655,484746
31,695,934377
31,714,1601065
31,714,930107
31,721,126475
31,755,569090
31,845,1455829
31,877,519111
31,91,1548974
31,91,1659719
31,91,415259
31,91,727106
31,91,954184
32,282,687716
33,602,11611
33,684,1008810
34,168,730892
34,180,953131
34,207,676547
34,208,218381
34,208,704347
34,208,855317
34,219,1010019
34,219,98104
34,301,1350600
34,337,88946
34,382,1015528
34,509,709289
34,541,9476
34,607,339954
34,633,1367911
34,633,323363
34,653,571122
34,693,173733
34,693,783355
34,702,903087
34,749,1407143
34,755,381298
34,755,601099
34,845,1512436
34,845,1538441
34,867,248218
34,869,1002790
34,869,807270
34,875,1267825
35,159,777767
35,190,665703
35,208,1057970
35,227,442973
35,31,177735
35,314,298943
35,314,358312
35,314,416493
35,314,716733
35,314,740933
35,314,775031
35,33,1000838
35,339,50567
35,339,860973
35,377,1042047
35,377,1222582
35,38,1078723
35,38,1644994
35,38,378555
35,485,514410
35,52,532983
35,52,659898
35,54,1067773
35,54,1611504
35,54,239802
35,54,405155
35,54,672939
35,540,1025402
35,542,1534349
35,562,1173637
35,606,1194117
35,64,1123124
35,64,1137290
35,64,1211759
35,64,1250508
35,64,1332537
35,64,1412206
35,64,1483520
35,64,415704
35,64,482909
35,64,507475
35,64,5402
35,659,1655725
35,664,1334905
35,679,1256121
35,679,1352398
35,679,864362
35,702,593481
35,721,1130479
35,741,913507
35,764,1504736
35,764,768524
35,766,794815
35,805,1126431
35,805,883803
35,834,566924
35,847,1563373
35,847,1587641
35,858,598354
35,869,1260666
35,869,1410562
35,869,1471760
35,869,1531666
35,869,169909
35,869,281472
35,869,465577
35,869,473983
35,869,722017
35,869,796624
35,869,820493
35,9,409996
35,9,983040
36,33,137499
36,33,171258
36,33,433845
36,33,497013
36,40,1201794
36,40,1325903
36,40,1435506
36,40,26481
36,40,284074
36,480,378992
36,575,114003
36,575,1290690
36,575,24000
36,575,329384
36,575,478590
36,575,749749
36,603,1185814
36,603,1214213
36,603,1286233
36,603,1462593
36,603,1586902
36,655,1061980
36,655,147767
36,655,1494514
36,655,1602820
36,655,641161
36,655,848
36,657,1120775
36,657,1171820
36,657,273669
36,657,369250
36,714,699928
36,714,882217
37,179,886267
37,207,219902
37,36,1208884
38,123,849578
38,248,611728
38,28,1333294
38,354,750024
38,583,1567753
38,749,49881
38,90,393806
39,125,11463
39,137,736578
39,162,534199
39,17,1615867
39,17,741786
39,181,149336
39,186,804815
39,186,826891
39,192,1664178
39,242,13687
39,272,1505800
39,285,1040464
39,291,310381
39,305,439432
39,335,74630
39,374,1005282
39,377,870637
39,393,1136282
39,402,490785
39,415,1540709
39,437,120290
39,437,1390303
39,437,1534229
39,437,223149
39,437,317348
39,437,405597
39,437,461708
39,437,472069
39,437,663318
39,437,860344
39,437,923552
39,437,943751
39,444,1048966
39,444,1256012
39,444,1385386
39,444,1426377
39,444,1550551
39,444,160574
39,444,708231
39,457,1044159
39,459,1197496
39,485,1096598
39,490,33316
39,496,1164069
39,510,1641980
39,528,277069
39,534,1351755
39,598,1579923
39,607,133402
39,607,172684
39,607,331887
39,607,49106
39,612,1043347
39,612,1043536
39,641,1005200
39,641,1249840
39,641,1288633
39,641,1310367
39,641,1390455
39,641,1502316
39,641,15820
39,641,1628580
39,641,226812
39,641,349265
39,641,369292
39,641,471857
39,641,671143
39,655,1428998
39,655,765350
39,669,100014
39,669,1072893
39,669,1127437
39,669,316925
39,669,525570
39,679,1317003
39,679,417881
39,679,669747
39,679,872708
39,688,1491473
39,694,145854
39,728,115351
39,728,301685
39,735,331384
39,735,978762
39,745,1636238
39,755,1219937
39,755,1643899
39,755,411007
39,797,1560561
39,818,855325
39,835,139449
39,835,18099
39,835,34519
39,835,710219
39,835,843013
39,845,796006
39,845,811269
39,869,1576867
39,869,826075
39,87,159792
39,875,118615
39,875,1600303
39,875,322702
39,875,46819
39,875,637072
39,96,1539340
4,16,1308185
4,183,874766
4,183,904542
4,289,94238
4,339,335842
4,339,398889
4,339,876211
4,339,906941
4,392,1311655
4,392,477121
4,413,211017
4,613,1577464
4,694,1269389
4,694,270948
4,757,911585
40,109,1585165
40,137,105381
40,137,255984
40,167,892622
40,17,1260693
40,182,380842
40,209,1247474
40,316,177325
40,33,657994
40,339,1000276
40,339,1046683
40,339,1215421
40,339,1638903
40,339,202274
40,339,225810
40,339,247950
40,339,249964
40,339,264957
40,339,343370
40,339,372097
40,339,389209
40,339,393287
40,339,625061
40,339,677060
40,339,687311
40,339,696126
40,339,701494
40,339,708305
40,339,767861
40,339,821905
40,339,828673
40,339,920812
40,339,942745
40,339,954736
40,339,998920
40,363,1152323
40,363,163143
40,366,1520790
40,377,1215149
40,377,1459426
40,377,1516460
40,39,1035570
40,398,293624
40,425,1541958
40,425,85614
40,482,840119
40,528,456586
40,609,1309131
40,641,78894
40,674,1334479
40,674,24004
40,674,49523
40,679,1197742
40,679,1333975
40,679,33925
40,706,364691
40,711,820140
40,734,730524
40,734,954603
40,741,1663769
40,803,1488762
40,845,94125
40,857,1034371
41,110,1621604
41,201,1058320
41,201,807890
41,232,1057627
41,232,1402713
41,232,150107
41,232,1592452
41,232,237630
41,239,1627492
41,239,429164
41,239,662533
41,326,1204195
41,326,155620
41,326,1624587
41,326,1657728
41,326,18781
41,326,226215
41,326,352774
41,326,493422
41,326,51048
41,326,555458
41,326,6556
41,492,1520755
41,581,1456897
41,655,1280441
41,655,1483971
41,655,1628268
41,655,166545
41,655,647937
41,655,694461
41,714,1005229
41,714,1008053
41,714,1189941
41,714,1221499
41,714,141846
41,714,1474586
41,714,1486288
41,714,1574456
41,714,757792
41,714,797313
41,735,106660
41,735,1482714
41,735,1594201
41,735,1629110
41,735,211726
41,735,478898
41,800,1029943
41,800,1249203
41,800,1510185
41,800,1660337
41,800,204505
41,800,496881
41,830,627784
42,11,369826
42,13,135956
42,13,1525185
42,13,227408
42,13,392406
42,13,39685
42,13,402779
42,13,581957
42,13,62870
42,13,9834
42,15,228253
42,165,1358205
42,165,201021
42,182,1575278
42,182,344886
42,182,394144
42,182,541786
42,182,683492
42,182,732288
42,182,804484
42,182,810352
42,182,835449
42,182,836713
42,182,905841
42,182,919328
42,208,1069575
42,224,346461
42,232,291531
42,238,1171030
42,239,1093937
42,239,1117405
42,239,1356735
42,239,967102
42,245,359849
42,265,671832
42,282,218361
42,286,1118730
42,33,1524549
42,334,1589530
42,340,1123053
42,340,1199668
42,340,1214587
42,340,1279401
42,340,1393604
42,340,1629335
42,340,245173
42,340,467251
42,340,655983
42,340,816535
42,340,969124
42,366,1090620
42,377,432155
42,377,491715
42,382,388555
42,395,1202571
42,395,1401819
42,395,792346
42,407,188414
42,425,1139487
42,435,1521364
42,435,525414
42,435,803780
42,485,1293135
42,501,646692
42,528,1179575
42,528,1346740
42,528,51501
42,558,1260251
42,558,329806
42,584,1329112
42,620,496410
42,620,616971
42,623,538132
42,628,1226092
42,628,162873
42,628,450045
42,628,612023
42,646,1212932
42,646,1370080
42,646,150377
42,646,82705
42,646,949018
42,655,1406220
42,655,1468060
