monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
0,1,1,0,0,0,1,20260629,20260707,672
0,1,1,0,0,0,1,20260705,20260708,301
0,1,1,0,0,0,1,20260707,20260712,299
0,1,1,0,0,0,1,20260712,20260727,533
0,1,1,0,0,1,0,20260711,20260727,829
0,1,1,0,0,1,1,20260711,20260727,264
0,1,1,0,0,1,1,20260714,20260726,717
0,1,1,0,0,1,1,20260721,20260726,367
0,1,1,0,1,0,0,20260627,20260709,707
0,1,1,0,1,0,0,20260714,20260717,233
0,1,1,0,1,1,0,20260721,20260726,67
0,1,1,0,1,1,1,20260710,20260727,379
0,1,1,1,0,0,0,20260628,20260710,649
0,1,1,1,0,0,0,20260630,20260702,248
0,1,1,1,0,0,0,20260707,20260709,446
0,1,1,1,0,0,0,20260707,20260709,566
0,1,1,1,0,0,0,20260714,20260716,200
0,1,1,1,0,0,0,20260714,20260716,329
0,1,1,1,0,0,0,20260721,20260723,435
0,1,1,1,0,0,1,20260629,20260707,77
0,1,1,1,0,0,1,20260712,20260716,210
0,1,1,1,0,0,1,20260719,20260726,473
0,1,1,1,0,0,1,20260721,20260726,147
0,1,1,1,0,1,1,20260627,20260716,498
0,1,1,1,0,1,1,20260712,20260719,593
0,1,1,1,1,0,0,20260628,20260710,272
0,1,1,1,1,0,0,20260629,20260709,361
0,1,1,1,1,0,0,20260630,20260710,431
0,1,1,1,1,0,0,20260630,20260719,197
0,1,1,1,1,0,0,20260701,20260708,599
0,1,1,1,1,0,0,20260701,20260710,733
0,1,1,1,1,0,0,20260707,20260710,392
0,1,1,1,1,0,0,20260707,20260710,760
0,1,1,1,1,0,0,20260713,20260724,7
0,1,1,1,1,0,0,20260714,20260717,263
0,1,1,1,1,0,0,20260721,20260724,298
0,1,1,1,1,0,0,20260721,20260724,88
0,1,1,1,1,0,0,20260721,20260727,719
0,1,1,1,1,0,1,20260630,20260705,307
0,1,1,1,1,0,1,20260705,20260710,93
0,1,1,1,1,0,1,20260712,20260717,127
0,1,1,1,1,0,1,20260714,20260719,842
0,1,1,1,1,0,1,20260719,20260724,8
0,1,1,1,1,0,1,20260719,20260727,376
0,1,1,1,1,1,0,20260629,20260725,529
0,1,1,1,1,1,0,20260630,20260704,220
0,1,1,1,1,1,0,20260707,20260711,422
0,1,1,1,1,1,0,20260714,20260718,420
0,1,1,1,1,1,0,20260718,20260726,549
0,1,1,1,1,1,0,20260721,20260725,429
0,1,1,1,1,1,1,20260627,20260707,385
0,1,1,1,1,1,1,20260627,20260708,132
0,1,1,1,1,1,1,20260701,20260717,19
0,1,1,1,1,1,1,20260701,20260726,684
0,1,1,1,1,1,1,20260705,20260726,95
0,1,1,1,1,1,1,20260711,20260717,837
0,1,1,1,1,1,1,20260711,20260719,504
0,1,1,1,1,1,1,20260711,20260726,380
0,1,1,1,1,1,1,20260712,20260719,699
0,1,1,1,1,1,1,20260712,20260726,600
0,1,1,1,1,1,1,20260714,20260719,44
0,1,1,1,1,1,1,20260714,20260726,55
0,1,1,1,1,1,1,20260718,20260724,228
0,1,1,1,1,1,1,20260718,20260725,364
0,1,1,1,1,1,1,20260718,20260726,777
0,1,1,1,1,1,1,20260718,20260727,530
0,1,1,1,1,1,1,20260719,20260725,225
0,1,1,1,1,1,1,20260721,20260726,652
0,1,1,1,1,1,1,20260724,20260727,296
0,1,1,1,1,1,1,20260724,20260727,362
1,0,0,0,0,0,0,20260627,20260706,713
1,0,0,0,0,0,0,20260629,20260707,28
1,0,0,0,0,0,0,20260629,20260709,205
1,0,0,0,0,0,0,20260713,20260727,681
1,0,0,0,0,0,0,20260718,20260727,573
1,0,0,0,0,0,0,20260720,20260727,786
1,0,0,0,0,0,1,20260628,20260629,246
1,0,0,0,0,0,1,20260628,20260629,469
1,0,0,0,0,0,1,20260705,20260706,459
1,0,0,0,0,0,1,20260712,20260713,522
1,0,0,0,0,0,1,20260720,20260726,71
1,0,0,0,0,0,1,20260726,20260727,282
1,0,0,0,0,1,0,20260629,20260704,146
1,0,0,0,0,1,0,20260711,20260713,624
1,0,0,0,0,1,0,20260720,20260725,826
1,0,0,0,0,1,0,20260725,20260727,849
1,0,0,0,0,1,1,20260627,20260706,851
1,0,0,0,0,1,1,20260629,20260706,69
1,0,0,0,0,1,1,20260704,20260706,140
1,0,0,0,0,1,1,20260711,20260713,343
1,0,0,0,0,1,1,20260712,20260726,704
1,0,0,0,0,1,1,20260712,20260727,159
1,0,0,0,0,1,1,20260718,20260720,371
1,0,0,0,0,1,1,20260725,20260727,575
1,0,0,0,1,0,0,20260703,20260706,421
1,0,0,0,1,0,0,20260710,20260713,462
1,0,0,0,1,0,0,20260713,20260717,394
1,0,0,0,1,0,0,20260724,20260727,701
1,0,0,0,1,0,1,20260712,20260727,359
1,0,0,0,1,1,0,20260629,20260727,718
1,0,0,0,1,1,0,20260713,20260718,535
1,0,0,0,1,1,0,20260714,20260727,175
1,0,0,0,1,1,0,20260724,20260727,796
1,0,0,0,1,1,1,20260627,20260706,538
1,0,0,0,1,1,1,20260628,20260710,585
1,0,0,0,1,1,1,20260710,20260713,507
1,0,0,0,1,1,1,20260711,20260717,524
1,0,0,0,1,1,1,20260718,20260727,32
1,0,0,0,1,1,1,20260724,20260727,165
1,0,0,1,0,0,0,20260629,20260702,527
1,0,0,1,0,0,0,20260706,20260709,177
1,0,0,1,0,0,0,20260713,20260716,306
1,0,0,1,0,0,0,20260723,20260727,268
1,0,0,1,0,1,1,20260723,20260727,795
1,0,0,1,1,0,0,20260713,20260720,89
1,0,0,1,1,0,0,20260716,20260727,358
1,0,0,1,1,0,0,20260717,20260727,843
1,0,0,1,1,0,0,20260720,20260727,596
1,0,0,1,1,0,0,20260723,20260727,792
1,0,0,1,1,0,1,20260713,20260727,836
1,0,0,1,1,0,1,20260723,20260727,166
1,0,0,1,1,1,0,20260703,20260709,541
1,0,0,1,1,1,0,20260720,20260725,436
1,0,0,1,1,1,0,20260723,20260727,758
1,0,0,1,1,1,1,20260627,20260710,544
1,0,0,1,1,1,1,20260627,20260710,84
1,0,0,1,1,1,1,20260710,20260727,141
1,0,0,1,1,1,1,20260711,20260717,441
1,0,0,1,1,1,1,20260712,20260727,259
1,0,0,1,1,1,1,20260718,20260726,46
1,0,0,1,1,1,1,20260718,20260727,292
1,0,0,1,1,1,1,20260719,20260726,18
1,0,0,1,1,1,1,20260723,20260727,389
1,0,1,0,0,0,0,20260628,20260706,665
1,0,1,0,0,0,0,20260629,20260701,874
1,0,1,0,0,0,0,20260706,20260708,780
1,0,1,0,0,0,0,20260713,20260715,336
1,0,1,0,0,0,0,20260720,20260722,90
1,0,1,0,0,0,0,20260720,20260727,615
1,0,1,0,0,1,0,20260704,20260708,853
1,0,1,0,0,1,0,20260720,20260725,269
1,0,1,0,0,1,1,20260711,20260715,687
1,0,1,0,0,1,1,20260718,20260727,152
1,0,1,0,1,0,0,20260706,20260710,120
1,0,1,0,1,0,1,20260627,20260708,662
1,0,1,0,1,0,1,20260722,20260727,273
1,0,1,0,1,1,0,20260627,20260710,138
1,0,1,0,1,1,0,20260627,20260727,300
1,0,1,0,1,1,0,20260704,20260710,613
1,0,1,0,1,1,1,20260712,20260718,629
1,0,1,1,0,0,0,20260628,20260709,850
1,0,1,1,0,0,0,20260629,20260727,331
1,0,1,1,0,0,0,20260630,20260727,121
1,0,1,1,0,0,0,20260702,20260708,785
1,0,1,1,0,0,0,20260706,20260709,82
1,0,1,1,0,0,1,20260627,20260710,546
1,0,1,1,0,0,1,20260719,20260723,387
1,0,1,1,0,1,0,20260629,20260709,589
1,0,1,1,1,0,0,20260629,20260709,158
1,0,1,1,1,0,0,20260713,20260727,822
1,0,1,1,1,0,1,20260712,20260717,283
1,0,1,1,1,1,0,20260627,20260710,604
1,0,1,1,1,1,0,20260703,20260709,45
1,0,1,1,1,1,0,20260710,20260727,552
1,0,1,1,1,1,0,20260720,20260725,680
1,0,1,1,1,1,1,20260627,20260710,290
1,0,1,1,1,1,1,20260628,20260704,466
1,0,1,1,1,1,1,20260629,20260727,483
1,0,1,1,1,1,1,20260701,20260709,249
1,0,1,1,1,1,1,20260701,20260716,691
1,0,1,1,1,1,1,20260703,20260709,426
1,0,1,1,1,1,1,20260711,20260717,410
1,0,1,1,1,1,1,20260712,20260727,744
1,0,1,1,1,1,1,20260718,20260725,729
1,0,1,1,1,1,1,20260718,20260727,565
1,0,1,1,1,1,1,20260719,20260725,497
1,0,1,1,1,1,1,20260719,20260727,356
1,1,0,0,0,0,0,20260627,20260727,63
1,1,0,0,0,0,0,20260629,20260630,169
1,1,0,0,0,0,0,20260629,20260714,122
1,1,0,0,0,0,0,20260706,20260707,560
1,1,0,0,0,0,0,20260706,20260707,60
1,1,0,0,0,0,0,20260713,20260714,255
1,1,0,0,0,0,0,20260720,20260721,378
1,1,0,0,0,0,0,20260720,20260727,767
1,1,0,0,0,0,1,20260627,20260630,171
1,1,0,0,0,0,1,20260628,20260630,143
1,1,0,0,0,0,1,20260712,20260714,502
1,1,0,0,0,0,1,20260719,20260721,148
1,1,0,0,0,1,0,20260627,20260630,771
1,1,0,0,0,1,1,20260627,20260630,355
1,1,0,0,0,1,1,20260628,20260710,823
1,1,0,0,0,1,1,20260705,20260726,167
1,1,0,0,0,1,1,20260711,20260714,191
1,1,0,0,0,1,1,20260711,20260727,257
1,1,0,0,1,0,0,20260630,20260710,763
1,1,0,0,1,0,1,20260703,20260710,107
1,1,0,0,1,0,1,20260703,20260710,621
1,1,0,0,1,0,1,20260710,20260727,866
1,1,0,0,1,1,0,20260711,20260727,543
1,1,0,0,1,1,1,20260701,20260711,399
1,1,0,0,1,1,1,20260703,20260707,134
1,1,0,0,1,1,1,20260710,20260727,323
1,1,0,0,1,1,1,20260720,20260727,321
1,1,0,1,0,0,0,20260713,20260716,486
1,1,0,1,0,0,0,20260713,20260724,352
1,1,0,1,0,0,0,20260720,20260723,606
1,1,0,1,1,0,0,20260628,20260710,261
1,1,0,1,1,0,0,20260629,20260709,660
1,1,0,1,1,0,0,20260630,20260709,455
1,1,0,1,1,0,0,20260720,20260724,562
1,1,0,1,1,0,0,20260720,20260727,5
1,1,0,1,1,0,1,20260712,20260717,96
1,1,0,1,1,1,0,20260629,20260704,609
1,1,0,1,1,1,0,20260711,20260717,50
1,1,0,1,1,1,1,20260628,20260711,870
1,1,0,1,1,1,1,20260702,20260707,61
1,1,0,1,1,1,1,20260704,20260727,572
1,1,0,1,1,1,1,20260714,20260727,650
1,1,0,1,1,1,1,20260720,20260727,807
1,1,1,0,0,0,0,20260627,20260708,856
1,1,1,0,0,0,0,20260629,20260701,164
1,1,1,0,0,0,0,20260629,20260701,382
1,1,1,0,0,0,0,20260629,20260701,579
1,1,1,0,0,0,0,20260706,20260708,840
1,1,1,0,0,0,0,20260711,20260720,24
1,1,1,0,0,0,0,20260713,20260715,104
1,1,1,0,0,0,0,20260713,20260715,280
1,1,1,0,0,0,0,20260713,20260727,493
1,1,1,0,0,0,0,20260720,20260722,631
1,1,1,0,0,0,0,20260720,20260727,130
1,1,1,0,0,0,0,20260720,20260727,369
1,1,1,0,0,0,1,20260627,20260724,644
1,1,1,0,0,0,1,20260628,20260701,72
1,1,1,0,0,0,1,20260628,20260709,610
1,1,1,0,0,0,1,20260629,20260705,656
1,1,1,0,0,0,1,20260711,20260719,790
1,1,1,0,0,0,1,20260712,20260715,647
1,1,1,0,0,0,1,20260713,20260727,12
1,1,1,0,0,0,1,20260719,20260727,353
1,1,1,0,0,1,1,20260627,20260701,885
1,1,1,0,0,1,1,20260629,20260709,512
1,1,1,0,0,1,1,20260711,20260715,765
1,1,1,0,0,1,1,20260711,20260726,230
1,1,1,0,0,1,1,20260714,20260726,397
1,1,1,0,0,1,1,20260718,20260727,791
1,1,1,0,0,1,1,20260719,20260725,433
1,1,1,0,1,0,0,20260627,20260709,3
1,1,1,0,1,0,0,20260627,20260710,576
1,1,1,0,1,0,0,20260627,20260717,450
1,1,1,0,1,0,0,20260629,20260710,809
1,1,1,0,1,0,0,20260703,20260708,161
1,1,1,0,1,0,0,20260706,20260710,348
1,1,1,0,1,0,0,20260706,20260716,605
1,1,1,0,1,0,0,20260712,20260720,568
1,1,1,0,1,0,0,20260713,20260717,181
1,1,1,0,1,0,1,20260629,20260705,788
1,1,1,0,1,0,1,20260701,20260710,677
1,1,1,0,1,1,0,20260703,20260708,475
1,1,1,0,1,1,0,20260713,20260718,594
1,1,1,0,1,1,1,20260627,20260705,185
1,1,1,0,1,1,1,20260627,20260710,30
1,1,1,0,1,1,1,20260628,20260727,857
1,1,1,0,1,1,1,20260701,20260710,216
1,1,1,0,1,1,1,20260718,20260727,559
1,1,1,0,1,1,1,20260719,20260725,42
1,1,1,1,0,0,0,20260627,20260708,686
1,1,1,1,0,0,0,20260627,20260710,447
1,1,1,1,0,0,0,20260627,20260710,633
1,1,1,1,0,0,0,20260627,20260727,332
1,1,1,1,0,0,0,20260628,20260709,720
1,1,1,1,0,0,0,20260629,20260702,144
1,1,1,1,0,0,0,20260629,20260702,337
1,1,1,1,0,0,0,20260629,20260702,412
1,1,1,1,0,0,0,20260629,20260702,880
1,1,1,1,0,0,0,20260629,20260709,676
1,1,1,1,0,0,0,20260629,20260710,390
1,1,1,1,0,0,0,20260629,20260716,108
1,1,1,1,0,0,0,20260629,20260716,540
1,1,1,1,0,0,0,20260629,20260716,586
1,1,1,1,0,0,0,20260629,20260717,799
1,1,1,1,0,0,0,20260629,20260723,346
1,1,1,1,0,0,0,20260629,20260723,416
1,1,1,1,0,0,0,20260629,20260723,636
1,1,1,1,0,0,0,20260629,20260727,156
1,1,1,1,0,0,0,20260629,20260727,451
1,1,1,1,0,0,0,20260630,20260708,722
1,1,1,1,0,0,0,20260701,20260710,325
1,1,1,1,0,0,0,20260706,20260709,448
1,1,1,1,0,0,0,20260706,20260709,689
1,1,1,1,0,0,0,20260706,20260716,484
1,1,1,1,0,0,0,20260713,20260716,620
1,1,1,1,0,0,0,20260713,20260720,471
1,1,1,1,0,0,0,20260713,20260727,401
1,1,1,1,0,0,0,20260713,20260727,632
1,1,1,1,0,0,0,20260716,20260723,373
1,1,1,1,0,0,0,20260720,20260723,190
1,1,1,1,0,0,0,20260720,20260727,25
1,1,1,1,0,0,0,20260721,20260727,730
1,1,1,1,0,0,1,20260627,20260710,219
1,1,1,1,0,0,1,20260627,20260710,775
1,1,1,1,0,0,1,20260628,20260709,434
1,1,1,1,0,0,1,20260628,20260715,635
1,1,1,1,0,0,1,20260628,20260727,278
1,1,1,1,0,0,1,20260628,20260727,308
1,1,1,1,0,0,1,20260630,20260706,80
1,1,1,1,0,0,1,20260701,20260727,443
1,1,1,1,0,0,1,20260705,20260709,235
1,1,1,1,0,0,1,20260705,20260709,832
1,1,1,1,0,0,1,20260706,20260727,202
1,1,1,1,0,0,1,20260712,20260716,135
1,1,1,1,0,0,1,20260712,20260727,279
1,1,1,1,0,0,1,20260713,20260727,417
1,1,1,1,0,0,1,20260715,20260723,770
1,1,1,1,0,0,1,20260719,20260723,449
1,1,1,1,0,0,1,20260719,20260726,318
1,1,1,1,0,0,1,20260719,20260727,815
1,1,1,1,0,0,1,20260720,20260726,645
1,1,1,1,0,1,0,20260627,20260702,752
1,1,1,1,0,1,0,20260627,20260711,227
1,1,1,1,0,1,0,20260627,20260718,563
1,1,1,1,0,1,0,20260629,20260709,592
